#SampleID	Assay Type	AvgSpotLen	Bases	BioProject	BioSample	BioSampleModel	Bytes	Center Name	Collection_Date	Consent	DATASTORE filetype	DATASTORE provider	DATASTORE region	Experiment	geo_loc_name_country	geo_loc_name_country_continent	geo_loc_name	Genus	Species	Instrument	isolation_source	lat_lon	Library Name	LibraryLayout	LibrarySelection	LibrarySource	Organism	Platform	ReleaseDate	Sample Name	source_material_id	SRA Study	create_date	version
SRR5834802	AMPLICON	151	8264230	PRJNA394790	SAMN07360117	Metagenome or environmental	4391839	TECHNICAL UNVIERSITY OF BRAUNSCWHEIG	11/23/2014	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX3011536	Madagascar	Africa	"Madagascar:Ranomafana\	Vatoharanana"	Mantidactylus	grandidieri	Illumina MiSeq	Skin swab	21.28882 S 47.42963 E	Fr325.S2	PAIRED	PCR	METAGENOMIC	skin metagenome	ILLUMINA	2017-07-18T00:00:00Z	Fr325.S2	DNA extracted from sample Fr325.S2	SRP112703	2017-07-18T08:22:00Z	1
SRR5834803	AMPLICON	151	2067341	PRJNA394790	SAMN07360531	Metagenome or environmental	1241341	TECHNICAL UNVIERSITY OF BRAUNSCWHEIG	12/6/2014	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX3011535	Madagascar	Africa	"Madagascar:Andasibe\	Torotorofotsy-ProlemurCamp"	Mantidactylus	betsileanus	Illumina MiSeq	Skin swab	18.7709 S 48.43222 E	Fr326.S2	PAIRED	PCR	METAGENOMIC	skin metagenome	ILLUMINA	2017-07-18T00:00:00Z	Fr326.S2	DNA extracted from sample Fr326.S2	SRP112703	2017-07-18T08:22:00Z	1
SRR5834804	AMPLICON	151	4205350	PRJNA394790	SAMN07360116	Metagenome or environmental	2187308	TECHNICAL UNVIERSITY OF BRAUNSCWHEIG	11/23/2014	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX3011534	Madagascar	Africa	"Madagascar:Ranomafana\	Vatoharanana"	Mantidactylus	grandidieri	Illumina MiSeq	Skin swab	21.28882 S 47.42963 E	Fr323.S2	PAIRED	PCR	METAGENOMIC	skin metagenome	ILLUMINA	2017-07-18T00:00:00Z	Fr323.S2	DNA extracted from sample Fr323.S2	SRP112703	2017-07-18T08:23:00Z	1
SRR5834805	AMPLICON	151	3101238	PRJNA394790	SAMN07360657	Metagenome or environmental	1795009	TECHNICAL UNVIERSITY OF BRAUNSCWHEIG	11/9/2014	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX3011533	Madagascar	Africa	"Madagascar:PicIvohibe\	Camp3"	Anodonthyla	boulengeri	Illumina MiSeq	Skin swab	22.5971 S 46.95758 E	Fr324.S2	PAIRED	PCR	METAGENOMIC	skin metagenome	ILLUMINA	2017-07-18T00:00:00Z	Fr324.S2	DNA extracted from sample Fr324.S2	SRP112703	2017-07-18T08:23:00Z	1
SRR5834806	AMPLICON	151	2008753	PRJNA394790	SAMN07360538	Metagenome or environmental	1122398	TECHNICAL UNVIERSITY OF BRAUNSCWHEIG	12/6/2014	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX3011532	Madagascar	Africa	"Madagascar:Andasibe\	Torotorofotsy-ProlemurCamp"	Scaphiophryne	marmorata	Illumina MiSeq	Skin swab	18.7709 S 48.43222 E	Fr461.S2	PAIRED	PCR	METAGENOMIC	skin metagenome	ILLUMINA	2017-07-18T00:00:00Z	Fr461.S2	DNA extracted from sample Fr461.S2	SRP112703	2017-07-18T08:22:00Z	1
SRR5834807	AMPLICON	151	1686670	PRJNA394790	SAMN07359706	Metagenome or environmental	942495	TECHNICAL UNVIERSITY OF BRAUNSCWHEIG	12/1/2014	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX3011531	Madagascar	Africa	"Madagascar:Ranomafana\	Talatakely"	Gephyromantis	sculpturatus	Illumina MiSeq	Skin swab	21.25553 S 47.2216 E	Fr454.S2	PAIRED	PCR	METAGENOMIC	skin metagenome	ILLUMINA	2017-07-18T00:00:00Z	Fr454.S2	DNA extracted from sample Fr454.S2	SRP112703	2017-07-18T08:22:00Z	1
SRR5834808	AMPLICON	151	4145403	PRJNA394790	SAMN07360517	Metagenome or environmental	2186348	TECHNICAL UNVIERSITY OF BRAUNSCWHEIG	12/6/2014	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX3011530	Madagascar	Africa	"Madagascar:Andasibe\	Torotorofotsy-ProlemurCamp"	Boophis	rappiodes	Illumina MiSeq	Skin swab	18.7709 S 48.43222 E	Fr463.S2	PAIRED	PCR	METAGENOMIC	skin metagenome	ILLUMINA	2017-07-18T00:00:00Z	Fr463.S2	DNA extracted from sample Fr463.S2	SRP112703	2017-07-18T08:23:00Z	1
SRR5834809	AMPLICON	151	2788668	PRJNA394790	SAMN07360521	Metagenome or environmental	1468292	TECHNICAL UNVIERSITY OF BRAUNSCWHEIG	12/6/2014	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX3011529	Madagascar	Africa	"Madagascar:Andasibe\	Torotorofotsy-ProlemurCamp"	Guibemantis	tornieri	Illumina MiSeq	Skin swab	18.7709 S 48.43222 E	Fr462.S2	PAIRED	PCR	METAGENOMIC	skin metagenome	ILLUMINA	2017-07-18T00:00:00Z	Fr462.S2	DNA extracted from sample Fr462.S2	SRP112703	2017-07-18T08:23:00Z	1
SRR5834810	AMPLICON	151	1807621	PRJNA394790	SAMN07359716	Metagenome or environmental	978629	TECHNICAL UNVIERSITY OF BRAUNSCWHEIG	12/1/2014	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX3011528	Madagascar	Africa	"Madagascar:Ranomafana\	Talatakely"	Platypelis	pollicaris	Illumina MiSeq	Skin swab	21.25553 S 47.2216 E	Fr445.S2	PAIRED	PCR	METAGENOMIC	skin metagenome	ILLUMINA	2017-07-18T00:00:00Z	Fr445.S2	DNA extracted from sample Fr445.S2	SRP112703	2017-07-18T08:23:00Z	1
SRR5834811	AMPLICON	151	2673304	PRJNA394790	SAMN07359715	Metagenome or environmental	1418255	TECHNICAL UNVIERSITY OF BRAUNSCWHEIG	12/1/2014	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX3011527	Madagascar	Africa	"Madagascar:Ranomafana\	Talatakely"	Platypelis	pollicaris	Illumina MiSeq	Skin swab	21.25553 S 47.2216 E	Fr444.S2	PAIRED	PCR	METAGENOMIC	skin metagenome	ILLUMINA	2017-07-18T00:00:00Z	Fr444.S2	DNA extracted from sample Fr444.S2	SRP112703	2017-07-18T08:23:00Z	1
SRR5834812	AMPLICON	151	4548573	PRJNA394790	SAMN07360671	Metagenome or environmental	2528691	TECHNICAL UNVIERSITY OF BRAUNSCWHEIG	11/9/2014	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX3011526	Madagascar	Africa	"Madagascar:PicIvohibe\	Camp3"	Gephyromantis	sculpturatus	Illumina MiSeq	Skin swab	22.5971 S 46.95758 E	Fr449.S2	PAIRED	PCR	METAGENOMIC	skin metagenome	ILLUMINA	2017-07-18T00:00:00Z	Fr449.S2	DNA extracted from sample Fr449.S2	SRP112703	2017-07-18T08:23:00Z	1
SRR5834813	AMPLICON	151	3307806	PRJNA394790	SAMN07359717	Metagenome or environmental	1788786	TECHNICAL UNVIERSITY OF BRAUNSCWHEIG	12/1/2014	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX3011525	Madagascar	Africa	"Madagascar:Ranomafana\	Talatakely"	Platypelis	pollicaris	Illumina MiSeq	Skin swab	21.25553 S 47.2216 E	Fr447.S2	PAIRED	PCR	METAGENOMIC	skin metagenome	ILLUMINA	2017-07-18T00:00:00Z	Fr447.S2	DNA extracted from sample Fr447.S2	SRP112703	2017-07-18T08:23:00Z	1
SRR5834814	AMPLICON	151	2973794	PRJNA394790	SAMN07360520	Metagenome or environmental	1537413	TECHNICAL UNVIERSITY OF BRAUNSCWHEIG	12/6/2014	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX3011524	Madagascar	Africa	"Madagascar:Andasibe\	Torotorofotsy-ProlemurCamp"	Guibemantis	liber	Illumina MiSeq	Skin swab	18.7709 S 48.43222 E	Fr466.S2	PAIRED	PCR	METAGENOMIC	skin metagenome	ILLUMINA	2017-07-18T00:00:00Z	Fr466.S2	DNA extracted from sample Fr466.S2	SRP112703	2017-07-18T08:23:00Z	1
SRR5834815	AMPLICON	151	4386701	PRJNA394790	SAMN07360508	Metagenome or environmental	2496736	TECHNICAL UNVIERSITY OF BRAUNSCWHEIG	12/6/2014	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX3011523	Madagascar	Africa	"Madagascar:Andasibe\	Torotorofotsy-ProlemurCamp"	Blommersia	blommersae	Illumina MiSeq	Skin swab	18.7709 S 48.43222 E	Fr464.S2	PAIRED	PCR	METAGENOMIC	skin metagenome	ILLUMINA	2017-07-18T00:00:00Z	Fr464.S2	DNA extracted from sample Fr464.S2	SRP112703	2017-07-18T08:23:00Z	1
SRR5834816	AMPLICON	151	15324386	PRJNA394790	SAMN07360661	Metagenome or environmental	8105144	TECHNICAL UNVIERSITY OF BRAUNSCWHEIG	11/9/2014	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX3011522	Madagascar	Africa	"Madagascar:PicIvohibe\	Camp3"	Boophis	obscurus	Illumina MiSeq	Skin swab	22.5971 S 46.95758 E	Fr110.S2	PAIRED	PCR	METAGENOMIC	skin metagenome	ILLUMINA	2017-07-18T00:00:00Z	Fr110.S2	DNA extracted from sample Fr110.S2	SRP112703	2017-07-18T08:23:00Z	1
SRR5834817	AMPLICON	151	7227464	PRJNA394790	SAMN07360667	Metagenome or environmental	3378492	TECHNICAL UNVIERSITY OF BRAUNSCWHEIG	11/9/2014	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX3011521	Madagascar	Africa	"Madagascar:PicIvohibe\	Camp3"	Gephyromantis	blanci	Illumina MiSeq	Skin swab	22.5971 S 46.95758 E	Fr113.S2	PAIRED	PCR	METAGENOMIC	skin metagenome	ILLUMINA	2017-07-18T00:00:00Z	Fr113.S2	DNA extracted from sample Fr113.S2	SRP112703	2017-07-18T08:23:00Z	1
SRR5834818	AMPLICON	151	2899653	PRJNA394790	SAMN07360659	Metagenome or environmental	1464468	TECHNICAL UNVIERSITY OF BRAUNSCWHEIG	11/9/2014	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX3011520	Madagascar	Africa	"Madagascar:PicIvohibe\	Camp3"	Boophis	obscurus	Illumina MiSeq	Skin swab	22.5971 S 46.95758 E	Fr108.S2	PAIRED	PCR	METAGENOMIC	skin metagenome	ILLUMINA	2017-07-18T00:00:00Z	Fr108.S2	DNA extracted from sample Fr108.S2	SRP112703	2017-07-18T08:23:00Z	1
SRR5834819	AMPLICON	151	11393403	PRJNA394790	SAMN07360660	Metagenome or environmental	5662148	TECHNICAL UNVIERSITY OF BRAUNSCWHEIG	11/9/2014	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX3011519	Madagascar	Africa	"Madagascar:PicIvohibe\	Camp3"	Boophis	obscurus	Illumina MiSeq	Skin swab	22.5971 S 46.95758 E	Fr109.S2	PAIRED	PCR	METAGENOMIC	skin metagenome	ILLUMINA	2017-07-18T00:00:00Z	Fr109.S2	DNA extracted from sample Fr109.S2	SRP112703	2017-07-18T08:23:00Z	1
SRR5834820	AMPLICON	151	7421650	PRJNA394790	SAMN07360663	Metagenome or environmental	3606420	TECHNICAL UNVIERSITY OF BRAUNSCWHEIG	11/9/2014	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX3011518	Madagascar	Africa	"Madagascar:PicIvohibe\	Camp3"	Boophis	popi	Illumina MiSeq	Skin swab	22.5971 S 46.95758 E	Fr106.S2	PAIRED	PCR	METAGENOMIC	skin metagenome	ILLUMINA	2017-07-18T00:00:00Z	Fr106.S2	DNA extracted from sample Fr106.S2	SRP112703	2017-07-18T08:23:00Z	1
SRR5834821	AMPLICON	151	5294060	PRJNA394790	SAMN07360115	Metagenome or environmental	3099845	TECHNICAL UNVIERSITY OF BRAUNSCWHEIG	11/23/2014	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX3011517	Madagascar	Africa	"Madagascar:Ranomafana\	Vatoharanana"	Mantidactylus	grandidieri	Illumina MiSeq	Skin swab	21.28882 S 47.42963 E	Fr107.S2	PAIRED	PCR	METAGENOMIC	skin metagenome	ILLUMINA	2017-07-18T00:00:00Z	Fr107.S2	DNA extracted from sample Fr107.S2	SRP112703	2017-07-18T08:23:00Z	1
SRR5834822	AMPLICON	151	6405118	PRJNA394790	SAMN07360675	Metagenome or environmental	3240263	TECHNICAL UNVIERSITY OF BRAUNSCWHEIG	11/9/2014	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX3011516	Madagascar	Africa	"Madagascar:PicIvohibe\	Camp3"	Spinomantis	peraccae	Illumina MiSeq	Skin swab	22.5971 S 46.95758 E	Fr104.S2	PAIRED	PCR	METAGENOMIC	skin metagenome	ILLUMINA	2017-07-18T00:00:00Z	Fr104.S2	DNA extracted from sample Fr104.S2	SRP112703	2017-07-18T08:23:00Z	1
SRR5834823	AMPLICON	151	12024130	PRJNA394790	SAMN07360676	Metagenome or environmental	6517704	TECHNICAL UNVIERSITY OF BRAUNSCWHEIG	11/9/2014	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX3011515	Madagascar	Africa	"Madagascar:PicIvohibe\	Camp3"	Spinomantis	peraccae	Illumina MiSeq	Skin swab	22.5971 S 46.95758 E	Fr105.S2	PAIRED	PCR	METAGENOMIC	skin metagenome	ILLUMINA	2017-07-18T00:00:00Z	Fr105.S2	DNA extracted from sample Fr105.S2	SRP112703	2017-07-18T08:23:00Z	1
SRR5834824	AMPLICON	151	6444529	PRJNA394790	SAMN07359984	Metagenome or environmental	3005680	TECHNICAL UNVIERSITY OF BRAUNSCWHEIG	8/17/2013	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX3011514	Madagascar	Africa	"Madagascar:Andasibe\	MMAForest"	Boophis	viridis	Illumina MiSeq	Skin swab	18.92654 S 48.41775 E	Boophis.viridis.1.064.1267737	PAIRED	PCR	METAGENOMIC	skin metagenome	ILLUMINA	2017-07-18T00:00:00Z	Boophis.viridis.1.064.1267737	DNA extracted from sample Boophis.viridis.1.064.1267737	SRP112703	2017-07-18T08:23:00Z	1
SRR5834825	AMPLICON	151	4595081	PRJNA394790	SAMN07359983	Metagenome or environmental	2324091	TECHNICAL UNVIERSITY OF BRAUNSCWHEIG	8/17/2013	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX3011513	Madagascar	Africa	"Madagascar:Andasibe\	MMAForest"	Boophis	viridis	Illumina MiSeq	Skin swab	18.92654 S 48.41775 E	Boophis.viridis.1.063.1267668	PAIRED	PCR	METAGENOMIC	skin metagenome	ILLUMINA	2017-07-18T00:00:00Z	Boophis.viridis.1.063.1267668	DNA extracted from sample Boophis.viridis.1.063.1267668	SRP112703	2017-07-18T08:23:00Z	1
SRR5834826	AMPLICON	151	3712788	PRJNA394790	SAMN07359914	Metagenome or environmental	2180567	TECHNICAL UNVIERSITY OF BRAUNSCWHEIG	8/16/2013	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX3011512	Madagascar	Africa	"Madagascar:Andasibe\	MitsinjoForest"	Boophis	viridis	Illumina MiSeq	Skin swab	18.92711 S 48.41569 E	Boophis.viridis.1.069.1267751	PAIRED	PCR	METAGENOMIC	skin metagenome	ILLUMINA	2017-07-18T00:00:00Z	Boophis.viridis.1.069.1267751	DNA extracted from sample Boophis.viridis.1.069.1267751	SRP112703	2017-07-18T08:23:00Z	1
SRR5834827	AMPLICON	151	9678194	PRJNA394790	SAMN07359985	Metagenome or environmental	4779878	TECHNICAL UNVIERSITY OF BRAUNSCWHEIG	8/17/2013	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX3011511	Madagascar	Africa	"Madagascar:Andasibe\	MMAForest"	Boophis	viridis	Illumina MiSeq	Skin swab	18.92654 S 48.41775 E	Boophis.viridis.1.065.1267745	PAIRED	PCR	METAGENOMIC	skin metagenome	ILLUMINA	2017-07-18T00:00:00Z	Boophis.viridis.1.065.1267745	DNA extracted from sample Boophis.viridis.1.065.1267745	SRP112703	2017-07-18T08:23:00Z	1
SRR5834828	AMPLICON	151	8727498	PRJNA394790	SAMN07359994	Metagenome or environmental	4499937	TECHNICAL UNVIERSITY OF BRAUNSCWHEIG	8/19/2013	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX3011510	Madagascar	Africa	"Madagascar:Andasibe\	Torotorofotsy-ProlemurCamp"	Boophis	viridis	Illumina MiSeq	Skin swab	18.7709 S 48.43222 E	Boophis.viridis.2.002.1267628	PAIRED	PCR	METAGENOMIC	skin metagenome	ILLUMINA	2017-07-18T00:00:00Z	Boophis.viridis.2.002.1267628	DNA extracted from sample Boophis.viridis.2.002.1267628	SRP112703	2017-07-18T08:23:00Z	1
SRR5834829	AMPLICON	151	10211677	PRJNA394790	SAMN07359993	Metagenome or environmental	4942283	TECHNICAL UNVIERSITY OF BRAUNSCWHEIG	8/19/2013	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX3011509	Madagascar	Africa	"Madagascar:Andasibe\	Torotorofotsy-ProlemurCamp"	Boophis	viridis	Illumina MiSeq	Skin swab	18.7709 S 48.43222 E	Boophis.viridis.2.001.1267697	PAIRED	PCR	METAGENOMIC	skin metagenome	ILLUMINA	2017-07-18T00:00:00Z	Boophis.viridis.2.001.1267697	DNA extracted from sample Boophis.viridis.2.001.1267697	SRP112703	2017-07-18T08:23:00Z	1
SRR5834830	AMPLICON	151	7398547	PRJNA394790	SAMN07359861	Metagenome or environmental	3824314	TECHNICAL UNVIERSITY OF BRAUNSCWHEIG	11/14/2014	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX3011508	Madagascar	Africa	"Madagascar:Andringitra\	BaseForest"	Boophis	popi	Illumina MiSeq	Skin swab	22.14624 S 46.94767 E	Fr116.S2	PAIRED	PCR	METAGENOMIC	skin metagenome	ILLUMINA	2017-07-18T00:00:00Z	Fr116.S2	DNA extracted from sample Fr116.S2	SRP112703	2017-07-18T08:23:00Z	1
SRR5834831	AMPLICON	151	2588291	PRJNA394790	SAMN07359862	Metagenome or environmental	1426924	TECHNICAL UNVIERSITY OF BRAUNSCWHEIG	11/14/2014	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX3011507	Madagascar	Africa	"Madagascar:Andringitra\	BaseForest"	Boophis	popi	Illumina MiSeq	Skin swab	22.14624 S 46.94767 E	Fr117.S2	PAIRED	PCR	METAGENOMIC	skin metagenome	ILLUMINA	2017-07-18T00:00:00Z	Fr117.S2	DNA extracted from sample Fr117.S2	SRP112703	2017-07-18T08:23:00Z	1
SRR5834832	AMPLICON	151	2968509	PRJNA394790	SAMN07359713	Metagenome or environmental	1548701	TECHNICAL UNVIERSITY OF BRAUNSCWHEIG	12/1/2014	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX3011506	Madagascar	Africa	"Madagascar:Ranomafana\	Talatakely"	Platypelis	pollicaris	Illumina MiSeq	Skin swab	21.25553 S 47.2216 E	Fr442.S2	PAIRED	PCR	METAGENOMIC	skin metagenome	ILLUMINA	2017-07-18T00:00:00Z	Fr442.S2	DNA extracted from sample Fr442.S2	SRP112703	2017-07-18T08:23:00Z	1
SRR5834833	AMPLICON	151	2136801	PRJNA394790	SAMN07360066	Metagenome or environmental	1161524	TECHNICAL UNVIERSITY OF BRAUNSCWHEIG	11/22/2014	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX3011505	Madagascar	Africa	"Madagascar:Ranomafana\	Ambatolahy"	Heterixalus	betsileo	Illumina MiSeq	Skin swab	21.24599 S 47.42489 E	Fr257.S2	PAIRED	PCR	METAGENOMIC	skin metagenome	ILLUMINA	2017-07-18T00:00:00Z	Fr257.S2	DNA extracted from sample Fr257.S2	SRP112703	2017-07-18T08:23:00Z	1
SRR5834834	AMPLICON	151	4214259	PRJNA394790	SAMN07360075	Metagenome or environmental	2117317	TECHNICAL UNVIERSITY OF BRAUNSCWHEIG	11/22/2014	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX3011504	Madagascar	Africa	"Madagascar:Ranomafana\	Ambatolahy"	Heterixalus	betsileo	Illumina MiSeq	Skin swab	21.24599 S 47.42489 E	Fr273.S2	PAIRED	PCR	METAGENOMIC	skin metagenome	ILLUMINA	2017-07-18T00:00:00Z	Fr273.S2	DNA extracted from sample Fr273.S2	SRP112703	2017-07-18T08:23:00Z	1
SRR5834835	AMPLICON	151	4006936	PRJNA394790	SAMN07360074	Metagenome or environmental	2075455	TECHNICAL UNVIERSITY OF BRAUNSCWHEIG	11/22/2014	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX3011503	Madagascar	Africa	"Madagascar:Ranomafana\	Ambatolahy"	Heterixalus	betsileo	Illumina MiSeq	Skin swab	21.24599 S 47.42489 E	Fr272.S2	PAIRED	PCR	METAGENOMIC	skin metagenome	ILLUMINA	2017-07-18T00:00:00Z	Fr272.S2	DNA extracted from sample Fr272.S2	SRP112703	2017-07-18T08:23:00Z	1
SRR5834836	AMPLICON	151	2715735	PRJNA394790	SAMN07359700	Metagenome or environmental	1490564	TECHNICAL UNVIERSITY OF BRAUNSCWHEIG	12/1/2014	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX3011502	Madagascar	Africa	"Madagascar:Ranomafana\	Talatakely"	Gephyromantis	sculpturatus	Illumina MiSeq	Skin swab	21.25553 S 47.2216 E	Fr397.S2	PAIRED	PCR	METAGENOMIC	skin metagenome	ILLUMINA	2017-07-18T00:00:00Z	Fr397.S2	DNA extracted from sample Fr397.S2	SRP112703	2017-07-18T08:23:00Z	1
SRR5834837	AMPLICON	151	4532869	PRJNA394790	SAMN07359701	Metagenome or environmental	2379254	TECHNICAL UNVIERSITY OF BRAUNSCWHEIG	12/1/2014	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX3011501	Madagascar	Africa	"Madagascar:Ranomafana\	Talatakely"	Gephyromantis	sculpturatus	Illumina MiSeq	Skin swab	21.25553 S 47.2216 E	Fr398.S2	PAIRED	PCR	METAGENOMIC	skin metagenome	ILLUMINA	2017-07-18T00:00:00Z	Fr398.S2	DNA extracted from sample Fr398.S2	SRP112703	2017-07-18T08:23:00Z	1
SRR5834838	AMPLICON	151	4115656	PRJNA394790	SAMN07359698	Metagenome or environmental	2217946	TECHNICAL UNVIERSITY OF BRAUNSCWHEIG	12/1/2014	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX3011500	Madagascar	Africa	"Madagascar:Ranomafana\	Talatakely"	Gephyromantis	sculpturatus	Illumina MiSeq	Skin swab	21.25553 S 47.2216 E	Fr395.S2	PAIRED	PCR	METAGENOMIC	skin metagenome	ILLUMINA	2017-07-18T00:00:00Z	Fr395.S2	DNA extracted from sample Fr395.S2	SRP112703	2017-07-18T08:23:00Z	1
SRR5834839	AMPLICON	151	1613888	PRJNA394790	SAMN07359699	Metagenome or environmental	922399	TECHNICAL UNVIERSITY OF BRAUNSCWHEIG	12/1/2014	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX3011499	Madagascar	Africa	"Madagascar:Ranomafana\	Talatakely"	Gephyromantis	sculpturatus	Illumina MiSeq	Skin swab	21.25553 S 47.2216 E	Fr396.S2	PAIRED	PCR	METAGENOMIC	skin metagenome	ILLUMINA	2017-07-18T00:00:00Z	Fr396.S2	DNA extracted from sample Fr396.S2	SRP112703	2017-07-18T08:23:00Z	1
SRR5834840	AMPLICON	151	1815473	PRJNA394790	SAMN07359703	Metagenome or environmental	1006983	TECHNICAL UNVIERSITY OF BRAUNSCWHEIG	12/1/2014	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX3011498	Madagascar	Africa	"Madagascar:Ranomafana\	Talatakely"	Gephyromantis	sculpturatus	Illumina MiSeq	Skin swab	21.25553 S 47.2216 E	Fr403.S2	PAIRED	PCR	METAGENOMIC	skin metagenome	ILLUMINA	2017-07-18T00:00:00Z	Fr403.S2	DNA extracted from sample Fr403.S2	SRP112703	2017-07-18T08:23:00Z	1
SRR5834841	AMPLICON	151	4707878	PRJNA394790	SAMN07359704	Metagenome or environmental	2613779	TECHNICAL UNVIERSITY OF BRAUNSCWHEIG	12/1/2014	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX3011497	Madagascar	Africa	"Madagascar:Ranomafana\	Talatakely"	Gephyromantis	sculpturatus	Illumina MiSeq	Skin swab	21.25553 S 47.2216 E	Fr404.S2	PAIRED	PCR	METAGENOMIC	skin metagenome	ILLUMINA	2017-07-18T00:00:00Z	Fr404.S2	DNA extracted from sample Fr404.S2	SRP112703	2017-07-18T08:23:00Z	1
SRR5834842	AMPLICON	151	5928260	PRJNA394790	SAMN07360235	Metagenome or environmental	3288630	TECHNICAL UNVIERSITY OF BRAUNSCWHEIG	11/27/2014	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX3011496	Madagascar	Africa	"Madagascar:Isalo\	Malaso"	Mantidactylus	femoralis	Illumina MiSeq	Skin swab	22.48119 S 45.38118 E	Fr399.S2	PAIRED	PCR	METAGENOMIC	skin metagenome	ILLUMINA	2017-07-18T00:00:00Z	Fr399.S2	DNA extracted from sample Fr399.S2	SRP112703	2017-07-18T08:23:00Z	1
